drug_1_concept_name,drug_2_concept_name,condition_concept_name,PRR
venlafaxine,oxcarbazepine,Therapeutic agent toxicity,2.0
venlafaxine,oxcarbazepine,Toxicity to various agents,4.0
Biperiden,Propranolol,Hepatotoxicity,10.0
Bisacodyl,pregabalin,Toxicity to various agents,3.57143
Acetaminophen,Hydroxocobalamin,Gastrointestinal toxicity,20.0
Acetaminophen,Hydroxocobalamin,Hepatotoxicity,10.0
Acetaminophen,Hydroxocobalamin,Drug toxicity,1.42857
Acetaminophen,Hydroxocobalamin,Neurotoxicity,10.0
Acetaminophen,Hydroxocobalamin,Therapeutic agent toxicity,3.33333
Acetaminophen,Hydroxocobalamin,Toxicity to various agents,7.69231
Enalapril,gadodiamide,Toxicity to various agents,5.0
Clozapine,Baclofen,Drug toxicity,30.0
Lamivudine,Lactulose,Hepatotoxicity,30.0
Lamivudine,Lactulose,Drug toxicity,10.0
pregabalin,Methylphenidate,Drug toxicity,3.63636
pregabalin,Methylphenidate,Therapeutic agent toxicity,10.0
pregabalin,Methylphenidate,Toxicity to various agents,2.5
rivaroxaban,Quinine,Toxicity to various agents,30.0
Fluoxetine,Ergocalciferol,Toxicity to various agents,2.5
Sulfamethoxazole,Carboplatin,Hepatotoxicity,5.0
Sulfamethoxazole,Carboplatin,Neurotoxicity,60.0
Sulfamethoxazole,Carboplatin,Toxicity to various agents,2.0
Spironolactone,celecoxib,Drug toxicity,1.53846
Spironolactone,celecoxib,Therapeutic agent toxicity,60.0
Spironolactone,celecoxib,Toxicity to various agents,3.63636
silodosin,tiotropium,Toxicity to various agents,10.0
Enoxaparin,Oxygen,Drug toxicity,2.0
Fluoxetine,Amitriptyline,Cardiotoxicity,25.0
Fluoxetine,Amitriptyline,Hepatotoxicity,0.769231
Fluoxetine,Amitriptyline,Drug toxicity,6.53061
Fluoxetine,Amitriptyline,Neurotoxicity,1.11111
Fluoxetine,Amitriptyline,Therapeutic agent toxicity,4.66667
Fluoxetine,Amitriptyline,Toxicity to various agents,4.63415
cyclobenzaprine,gemcitabine,Toxicity to various agents,3.33333
Esomeprazole,fludarabine,Haematotoxicity,10.0
Esomeprazole,fludarabine,Drug toxicity,5.0
Nystatin,rosiglitazone,Drug toxicity,10.0
Scopolamine,Metronidazole,Drug toxicity,2.0
Sertraline,Meprobamate,Drug toxicity,35.0
Sertraline,Meprobamate,Toxicity to various agents,18.0
insulin detemir,nebivolol,Drug toxicity,10.0
Diclofenac,Losartan,Drug toxicity,1.0
Diclofenac,Losartan,Toxicity to various agents,3.75
Lovastatin,Atenolol,Hepatotoxicity,0.909091
Lovastatin,Atenolol,Drug toxicity,0.454545
Lovastatin,Atenolol,Therapeutic agent toxicity,2.85714
Lovastatin,Atenolol,Toxicity to various agents,0.833333
fluticasone,tolterodine,Drug toxicity,0.714286
fluticasone,tolterodine,Toxicity to various agents,3.33333
levothyroxine,Hydroxychloroquine,Bone marrow toxicity,40.0
levothyroxine,Hydroxychloroquine,Hepatotoxicity,2.5
levothyroxine,Hydroxychloroquine,Drug toxicity,0.769231
levothyroxine,Hydroxychloroquine,Neurotoxicity,0.555556
levothyroxine,Hydroxychloroquine,Pulmonary toxicity,6.0
levothyroxine,Hydroxychloroquine,Therapeutic agent toxicity,1.30435
levothyroxine,Hydroxychloroquine,Toxicity to various agents,0.619469
Albuterol,ziprasidone,Hepatotoxicity,2.0
Albuterol,ziprasidone,Drug toxicity,6.66667
Albuterol,ziprasidone,Toxicity to various agents,0.588235
tenofovir disoproxil,Cyclophosphamide,Toxicity to various agents,20.0
Itraconazole,Magnesium Oxide,Toxicity to various agents,0.555556
Gemtuzumab ozogamicin,Dexamethasone,Drug toxicity,10.0
Amoxicillin,Bromazepam,Drug toxicity,2.5
nabumetone,tiotropium,Toxicity to various agents,10.0
tenofovir disoproxil,metaproterenol,Hepatotoxicity,20.0
Amoxicillin,desloratadine,Toxicity to various agents,7.5
Aspirin,Omega-3 Fatty Acids,Hepatotoxicity,0.666667
Aspirin,Omega-3 Fatty Acids,Pulmonary toxicity,3.33333
Aspirin,Omega-3 Fatty Acids,Therapeutic agent toxicity,1.25
Aspirin,Omega-3 Fatty Acids,Toxicity to various agents,0.701754
Levetiracetam,Metronidazole,Drug toxicity,2.5
Levetiracetam,Metronidazole,Skin toxicity,10.0
Levetiracetam,Metronidazole,Toxicity to various agents,1.11111
Lorazepam,loxoprofen,Drug toxicity,5.0
Lorazepam,loxoprofen,Toxicity to various agents,6.66667
"Estrogens, Conjugated (USP)",ferrous sulfate,Toxicity to various agents,1.66667
Clarithromycin,Doxorubicin,Toxicity to various agents,2.0
"insulin, isophane",Bupropion,Drug toxicity,3.33333
vinorelbine,Ifosfamide,Hepatotoxicity,10.0
vinorelbine,Ifosfamide,Neurotoxicity,10.0
vinorelbine,Ifosfamide,Skin toxicity,10.0
vinorelbine,Ifosfamide,Toxicity to various agents,4.28571
Folic Acid,Primidone,Toxicity to various agents,2.0
Prednisone,denileukin diftitox,Toxicity to various agents,5.0
ASPARAGINASE,Vancomycin,Toxicity to various agents,3.33333
Oxycodone,Methylprednisolone,Drug toxicity,2.4
Oxycodone,Methylprednisolone,Neurotoxicity,1.25
Oxycodone,Methylprednisolone,Pulmonary toxicity,10.0
Oxycodone,Methylprednisolone,Therapeutic agent toxicity,8.33333
Oxycodone,Methylprednisolone,Toxicity to various agents,1.25
duloxetine,Cisplatin,Drug toxicity,10.0
trastuzumab,Paclitaxel,Bone marrow toxicity,10.0
trastuzumab,Paclitaxel,Haematotoxicity,34.0
trastuzumab,Paclitaxel,Cardiotoxicity,72.8571
trastuzumab,Paclitaxel,Gastrointestinal toxicity,12.2222
trastuzumab,Paclitaxel,Hepatotoxicity,2.14286
trastuzumab,Paclitaxel,Drug toxicity,0.147059
trastuzumab,Paclitaxel,Neurotoxicity,13.5714
trastuzumab,Paclitaxel,Pulmonary toxicity,10.0
trastuzumab,Paclitaxel,Skin toxicity,20.0
trastuzumab,Paclitaxel,Therapeutic agent toxicity,0.434783
trastuzumab,Paclitaxel,Toxicity to various agents,1.34454
Sulfamethoxazole,Nicardipine,Haematotoxicity,20.0
Methadone,Oxazepam,Drug toxicity,10.0
Methadone,Oxazepam,Toxicity to various agents,166.667
Amlodipine,Tranexamic Acid,Toxicity to various agents,2.5
tenofovir disoproxil,Fentanyl,Therapeutic agent toxicity,5.0
Vancomycin,latanoprost,Toxicity to various agents,10.0
"sennosides, USP",tamsulosin,Drug toxicity,3.33333
"sennosides, USP",tamsulosin,Toxicity to various agents,1.0
Ibuprofen,rizatriptan,Hepatotoxicity,5.0
Ibuprofen,rizatriptan,Neurotoxicity,10.0
Levetiracetam,Finasteride,Drug toxicity,5.0
Perindopril,lercanidipine,Hepatotoxicity,2.5
lenalidomide,Nitroglycerin,Drug toxicity,0.666667
lenalidomide,Nitroglycerin,Therapeutic agent toxicity,30.0
zonisamide,cyclobenzaprine,Drug toxicity,3.33333
Escitalopram,dexchlorpheniramine,Skin toxicity,10.0
dasatinib,Levalbuterol,Toxicity to various agents,20.0
Aspirin,deferasirox,Cardiotoxicity,10.0
Aspirin,deferasirox,Hepatotoxicity,6.66667
Azithromycin,Methotrexate,Haematotoxicity,10.0
Azithromycin,Methotrexate,Hepatotoxicity,3.33333
Azithromycin,Methotrexate,Drug toxicity,1.11111
Azithromycin,Methotrexate,Therapeutic agent toxicity,20.0
Azithromycin,Methotrexate,Toxicity to various agents,9.0
Omeprazole,Gadopentetate Dimeglumine,Hepatotoxicity,10.0
Omeprazole,Gadopentetate Dimeglumine,Drug toxicity,10.0
Valproate,Gemfibrozil,Drug toxicity,4.0
Valproate,Gemfibrozil,Therapeutic agent toxicity,6.66667
Hydrochlorothiazide,dabigatran etexilate,Therapeutic agent toxicity,1.25
Hydrochlorothiazide,dabigatran etexilate,Toxicity to various agents,0.943396
formoterol,Citalopram,Hepatotoxicity,1.42857
formoterol,Citalopram,Drug toxicity,1.25
formoterol,Citalopram,Therapeutic agent toxicity,2.5
emtricitabine,duloxetine,Toxicity to various agents,3.33333
Warfarin,Clonidine,Hepatotoxicity,0.833333
Warfarin,Clonidine,Drug toxicity,1.37931
Warfarin,Clonidine,Pulmonary toxicity,5.0
Warfarin,Clonidine,Therapeutic agent toxicity,40.0
Warfarin,Clonidine,Toxicity to various agents,2.8
Filgrastim,Vindesine,Hepatotoxicity,30.0
Filgrastim,Vindesine,Toxicity to various agents,25.0
Pseudoephedrine,Oxycodone,Drug toxicity,4.28571
Pseudoephedrine,Oxycodone,Skin toxicity,10.0
Pseudoephedrine,Oxycodone,Therapeutic agent toxicity,3.33333
Pseudoephedrine,Oxycodone,Toxicity to various agents,3.125
telaprevir,peginterferon alfa-2b,Skin toxicity,0.833333
Leuprolide,Tamoxifen,Toxicity to various agents,1.25
Ceftriaxone,Oxycodone,Hepatotoxicity,10.0
Ceftriaxone,Oxycodone,Drug toxicity,1.0
Ceftriaxone,Oxycodone,Pulmonary toxicity,10.0
Ceftriaxone,Oxycodone,Toxicity to various agents,1.42857
Sucralfate,sildenafil,Toxicity to various agents,5.0
Estradiol,Albuterol,Drug toxicity,0.277778
Estradiol,Albuterol,Neurotoxicity,1.11111
Estradiol,Albuterol,Pulmonary toxicity,5.0
Estradiol,Albuterol,Therapeutic agent toxicity,7.77778
Estradiol,Albuterol,Toxicity to various agents,0.344828
Atropine,Valproate,Hepatotoxicity,20.0
Atropine,Valproate,Drug toxicity,5.0
Atropine,Valproate,Toxicity to various agents,20.0
Carbamazepine,Insulin Glargine,Pulmonary toxicity,10.0
Nortriptyline,Hydroxyzine,Toxicity to various agents,16.0
Choline,Clonazepam,Therapeutic agent toxicity,20.0
Lisinopril,Oxytocin,Toxicity to various agents,30.0
Lidocaine,mecobalamin,Drug toxicity,10.0
Niacin,dronabinol,Toxicity to various agents,10.0
Spironolactone,Haloperidol,Cardiotoxicity,10.0
Spironolactone,Haloperidol,Drug toxicity,1.25
Spironolactone,Haloperidol,Therapeutic agent toxicity,10.0
Spironolactone,Haloperidol,Toxicity to various agents,3.75
Ipratropium,Sulbactam,Hepatotoxicity,10.0
Ipratropium,Sulbactam,Toxicity to various agents,10.0
Fluoxetine,Hydroxyzine,Drug toxicity,1.78571
Fluoxetine,Hydroxyzine,Therapeutic agent toxicity,5.0
Fluoxetine,Hydroxyzine,Toxicity to various agents,6.34146
Gemtuzumab ozogamicin,Cytarabine,Haematotoxicity,6.66667
Gemtuzumab ozogamicin,Cytarabine,Cardiotoxicity,16.6667
Gemtuzumab ozogamicin,Cytarabine,Hepatotoxicity,26.6667
Gemtuzumab ozogamicin,Cytarabine,Drug toxicity,2.91667
Gemtuzumab ozogamicin,Cytarabine,Toxicity to various agents,1.05263
Metronidazole,Solifenacin,Toxicity to various agents,10.0
Spironolactone,dabigatran,Toxicity to various agents,10.0
gadodiamide,Cyclosporine,Drug toxicity,10.0
Amlodipine,Chondroitin Sulfates,Toxicity to various agents,1.25
Enoxaparin,ezetimibe,Hepatotoxicity,5.0
lormetazepam,torsemide,Toxicity to various agents,5.0
salmeterol,Vitamin B 12,Drug toxicity,1.25
salmeterol,Vitamin B 12,Toxicity to various agents,1.05263
Phentermine,Lisinopril,Toxicity to various agents,3.33333
tadalafil,Ondansetron,Toxicity to various agents,6.66667
Oxycodone,Octreotide,Skin toxicity,5.0
Oxycodone,Octreotide,Toxicity to various agents,5.0
Estradiol,Diclofenac,Therapeutic agent toxicity,20.0
Primidone,tiotropium,Toxicity to various agents,1.66667
calcium acetate,Loperamide,Drug toxicity,5.0
calcium acetate,Loperamide,Neurotoxicity,10.0
calcium acetate,Loperamide,Toxicity to various agents,5.0
Haloperidol,Prazepam,Toxicity to various agents,20.0
Clonazepam,Domperidone,Drug toxicity,3.33333
Clonazepam,Domperidone,Toxicity to various agents,10.5556
Calcium Carbonate,Bupropion,Drug toxicity,3.33333
Calcium Carbonate,Bupropion,Therapeutic agent toxicity,10.0
Enoxaparin,trandolapril,Toxicity to various agents,20.0
"Estrogens, Conjugated (USP)",Insulin Glargine,Hepatotoxicity,10.0
"Estrogens, Conjugated (USP)",Insulin Glargine,Drug toxicity,1.25
Metformin,Lactate,Toxicity to various agents,3.33333
Carbamazepine,Verapamil,Drug toxicity,5.0
Carbamazepine,Verapamil,Toxicity to various agents,8.0
quinapril,Captopril,Toxicity to various agents,10.0
cinacalcet,zolpidem,Toxicity to various agents,5.0
Lidocaine,torsemide,Drug toxicity,5.0
Lidocaine,torsemide,Toxicity to various agents,30.0
Sertraline,Folic Acid,Hepatotoxicity,0.47619
Sertraline,Folic Acid,Drug toxicity,1.11111
Sertraline,Folic Acid,Therapeutic agent toxicity,1.57895
Sertraline,Folic Acid,Toxicity to various agents,0.280374
enfuvirtide,lopinavir,Drug toxicity,3.33333
Levetiracetam,Clavulanate,Drug toxicity,2.0
Levetiracetam,Clavulanate,Skin toxicity,10.0
POLYETHYLENE GLYCOL 3350,Ciprofloxacin,Drug toxicity,1.66667
POLYETHYLENE GLYCOL 3350,Ciprofloxacin,Therapeutic agent toxicity,30.0
POLYETHYLENE GLYCOL 3350,Ciprofloxacin,Toxicity to various agents,2.0
Clonidine,Amoxicillin,Drug toxicity,10.0
Clonidine,Amoxicillin,Therapeutic agent toxicity,10.0
Clonidine,Amoxicillin,Toxicity to various agents,4.44444
Metoclopramide,Leucovorin,Haematotoxicity,3.33333
Metoclopramide,Leucovorin,Hepatotoxicity,3.33333
Metoclopramide,Leucovorin,Drug toxicity,2.77778
Metoclopramide,Leucovorin,Neurotoxicity,12.0
Metoclopramide,Leucovorin,Toxicity to various agents,0.333333
Nortriptyline,Magnesium Oxide,Toxicity to various agents,10.0
Nifedipine,Fluconazole,Hepatotoxicity,5.0
Nifedipine,Fluconazole,Drug toxicity,10.0
Nifedipine,Fluconazole,Therapeutic agent toxicity,20.0
Nifedipine,Fluconazole,Toxicity to various agents,1.53846
Tacrolimus,Alprazolam,Hepatotoxicity,10.0
Tacrolimus,Alprazolam,Drug toxicity,3.33333
rilmenidine,irbesartan,Drug toxicity,3.33333
rilmenidine,irbesartan,Toxicity to various agents,2.0
Sodium Oxybate,Acyclovir,Drug toxicity,5.0
Sodium Oxybate,Acyclovir,Toxicity to various agents,6.66667
quinapril,Metoprolol,Cardiotoxicity,50.0
quinapril,Metoprolol,Drug toxicity,0.697674
quinapril,Metoprolol,Pulmonary toxicity,3.33333
quinapril,Metoprolol,Therapeutic agent toxicity,2.5
quinapril,Metoprolol,Toxicity to various agents,0.617284
Glucose,Nifedipine,Neurotoxicity,10.0
Levetiracetam,Ceftazidime,Toxicity to various agents,5.0
Metformin,tiotropium,Hepatotoxicity,3.7037
Metformin,tiotropium,Pulmonary toxicity,1.42857
Metformin,tiotropium,Therapeutic agent toxicity,2.0
Metformin,tiotropium,Toxicity to various agents,1.58879
Bethanechol,Metoclopramide,Toxicity to various agents,5.0
letrozole,Atenolol,Cardiotoxicity,10.0
Etidronate,lansoprazole,Drug toxicity,5.0
Sucralfate,Lisinopril,Therapeutic agent toxicity,15.0
Sucralfate,Lisinopril,Toxicity to various agents,5.2381
Lipase,Propranolol,Therapeutic agent toxicity,20.0
Lipase,Propranolol,Toxicity to various agents,10.0
fexofenadine,rosuvastatin,Toxicity to various agents,0.666667
Warfarin,Octreotide,Toxicity to various agents,2.5
Caffeine,Budesonide,Toxicity to various agents,3.33333
Phenobarbital,Citalopram,Hepatotoxicity,10.0
Phenobarbital,Citalopram,Drug toxicity,50.0
Phenobarbital,Citalopram,Toxicity to various agents,20.0
vitamin D3,pregabalin,Toxicity to various agents,1.53846
Fluoxetine,Levodopa,Drug toxicity,14.0
Fluoxetine,Levodopa,Therapeutic agent toxicity,10.0
Budesonide,Diltiazem,Hepatotoxicity,1.66667
Budesonide,Diltiazem,Drug toxicity,0.5
Budesonide,Diltiazem,Pulmonary toxicity,2.5
Budesonide,Diltiazem,Skin toxicity,10.0
Budesonide,Diltiazem,Therapeutic agent toxicity,20.0
Budesonide,Diltiazem,Toxicity to various agents,1.25
Thiamine,Promethazine,Drug toxicity,10.0
Thiamine,Promethazine,Toxicity to various agents,10.0
Ranitidine,"Insulin, Aspart, Human",Therapeutic agent toxicity,5.0
Ranitidine,"Insulin, Aspart, Human",Toxicity to various agents,7.27273
Metronidazole,Furosemide,Cardiotoxicity,4.0
Metronidazole,Furosemide,Ototoxicity,5.0
Metronidazole,Furosemide,Hepatotoxicity,3.75
Metronidazole,Furosemide,Drug toxicity,1.81818
Metronidazole,Furosemide,Neurotoxicity,2.5
Metronidazole,Furosemide,Therapeutic agent toxicity,26.6667
Metronidazole,Furosemide,Toxicity to various agents,4.33962
benazepril,Loratadine,Therapeutic agent toxicity,20.0
benazepril,Loratadine,Toxicity to various agents,5.0
posaconazole,Itraconazole,Hepatotoxicity,10.0
Acetaminophen,fosphenytoin,Drug toxicity,3.33333
Acetaminophen,fosphenytoin,Toxicity to various agents,10.0
Cyclosporine,levothyroxine,Haematotoxicity,4.0
Cyclosporine,levothyroxine,Drug toxicity,0.909091
Cyclosporine,levothyroxine,Neurotoxicity,1.66667
Cyclosporine,levothyroxine,Pulmonary toxicity,5.0
Cyclosporine,levothyroxine,Therapeutic agent toxicity,4.0
Cyclosporine,levothyroxine,Toxicity to various agents,1.25
Epinephrine,Gentamicin,Toxicity to various agents,3.33333
Estradiol,Indomethacin,Drug toxicity,3.33333
Estradiol,Indomethacin,Toxicity to various agents,10.0
quinapril,Ibuprofen,Skin toxicity,10.0
quinapril,Ibuprofen,Therapeutic agent toxicity,10.0
quinapril,Ibuprofen,Toxicity to various agents,1.25
Folic Acid,Terazosin,Hepatotoxicity,1.66667
Folic Acid,Terazosin,Drug toxicity,3.0
Folic Acid,Terazosin,Toxicity to various agents,2.5
valacyclovir,montelukast,Drug toxicity,2.72727
valacyclovir,montelukast,Therapeutic agent toxicity,10.0
valacyclovir,montelukast,Toxicity to various agents,1.33333
Potassium Chloride,tiotropium,Hepatotoxicity,0.714286
Potassium Chloride,tiotropium,Drug toxicity,0.185185
Potassium Chloride,tiotropium,Skin toxicity,10.0
Potassium Chloride,tiotropium,Therapeutic agent toxicity,16.25
Potassium Chloride,tiotropium,Toxicity to various agents,1.64948
Glipizide,Clozapine,Drug toxicity,30.0
Glipizide,Clozapine,Toxicity to various agents,10.0
pioglitazone,Allopurinol,Drug toxicity,1.11111
pioglitazone,Allopurinol,Pulmonary toxicity,10.0
pioglitazone,Allopurinol,Therapeutic agent toxicity,2.85714
pioglitazone,Allopurinol,Toxicity to various agents,1.02564
Amlodipine,alfuzosin,Drug toxicity,0.909091
Hydrocodone,Dobutamine,Toxicity to various agents,20.0
Phenytoin,irinotecan,Toxicity to various agents,50.0
Magnesium Hydroxide,Insulin Lispro,Drug toxicity,6.0
Magnesium Hydroxide,Insulin Lispro,Toxicity to various agents,20.0
Carisoprodol,Ramipril,Drug toxicity,5.0
Carisoprodol,Ramipril,Therapeutic agent toxicity,5.0
Carisoprodol,Ramipril,Toxicity to various agents,3.0
lansoprazole,Quinidine,Therapeutic agent toxicity,10.0
Clonazepam,tegaserod,Drug toxicity,3.33333
Propionate,Albuterol,Toxicity to various agents,3.33333
Cefotaxime,Amitriptyline,Toxicity to various agents,10.0
Warfarin,Amphotericin B,Toxicity to various agents,5.0
Risperidone,Trihexyphenidyl,Drug toxicity,1.66667
Risperidone,Trihexyphenidyl,Therapeutic agent toxicity,10.0
Risperidone,Trihexyphenidyl,Toxicity to various agents,1.85185
linezolid,valganciclovir,Drug toxicity,20.0
linezolid,valganciclovir,Toxicity to various agents,3.33333
ranolazine,carvedilol,Drug toxicity,1.11111
ranolazine,carvedilol,Pulmonary toxicity,10.0
ranolazine,carvedilol,Therapeutic agent toxicity,10.0
ranolazine,carvedilol,Toxicity to various agents,3.33333
rosuvastatin,Metolazone,Hepatotoxicity,10.0
rosuvastatin,Metolazone,Drug toxicity,5.0
rosuvastatin,Metolazone,Toxicity to various agents,6.0
Dicyclomine,Cefuroxime,Toxicity to various agents,10.0
Doxycycline,Promethazine,Bone marrow toxicity,10.0
Doxycycline,Promethazine,Drug toxicity,4.0
Doxycycline,Promethazine,Therapeutic agent toxicity,30.0
Doxycycline,Promethazine,Toxicity to various agents,3.33333
Clavulanate,moxifloxacin,Hepatotoxicity,10.0
Clavulanate,moxifloxacin,Drug toxicity,1.42857
Clavulanate,moxifloxacin,Toxicity to various agents,2.5
Triamterene,montelukast,Toxicity to various agents,0.625
capecitabine,cetuximab,Haematotoxicity,5.0
capecitabine,cetuximab,Gastrointestinal toxicity,30.0
capecitabine,cetuximab,Hepatotoxicity,2.5
capecitabine,cetuximab,Drug toxicity,2.0
capecitabine,cetuximab,Neurotoxicity,25.0
capecitabine,cetuximab,Skin toxicity,70.0
capecitabine,cetuximab,Toxicity to various agents,0.833333
Oxycodone,Zinc,Drug toxicity,5.0
Loratadine,Carbocysteine,Toxicity to various agents,10.0
Alfacalcidol,Sodium polystyrene sulfonate,Toxicity to various agents,3.33333
Albuterol,voriconazole,Neurotoxicity,10.0
Albuterol,voriconazole,Therapeutic agent toxicity,10.0
Diazepam,Levalbuterol,Drug toxicity,3.33333
Diazepam,Levalbuterol,Toxicity to various agents,1.11111
Diflunisal,Clonazepam,Toxicity to various agents,30.0
Phenylephrine,Methylprednisolone,Neurotoxicity,10.0
Guaifenesin,Sodium Chloride,Drug toxicity,30.0
Guaifenesin,Sodium Chloride,Toxicity to various agents,3.75
Isosorbide,Levofloxacin,Drug toxicity,2.0
Isosorbide,Levofloxacin,Therapeutic agent toxicity,55.0
Isosorbide,Levofloxacin,Toxicity to various agents,5.38462
vitamin D3,Isosorbide,Hepatotoxicity,10.0
vitamin D3,Isosorbide,Toxicity to various agents,3.33333
tizanidine,gabapentin,Ototoxicity,5.0
tizanidine,gabapentin,Drug toxicity,2.26415
tizanidine,gabapentin,Neurotoxicity,1.42857
tizanidine,gabapentin,Therapeutic agent toxicity,4.16667
tizanidine,gabapentin,Toxicity to various agents,1.41304
Lidocaine,Minocycline,Drug toxicity,5.0
Lidocaine,Minocycline,Toxicity to various agents,10.0
olanzapine,Propoxyphene,Drug toxicity,26.0
olanzapine,Propoxyphene,Toxicity to various agents,1.11111
Carbidopa,Baclofen,Drug toxicity,10.0
