drug1_id,drug2_id,drug1_name,drug2_name,interaction_type,matched_toxicity_types,interaction_type_normalized
DB00511,DB00997,Acetyldigitoxin,Doxorubicin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01005,Acetyldigitoxin,Hydroxyurea,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01008,Acetyldigitoxin,Busulfan,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01030,Acetyldigitoxin,Topotecan,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01033,Acetyldigitoxin,Mercaptopurine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01042,Acetyldigitoxin,Melphalan,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01073,Acetyldigitoxin,Fludarabine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01101,Acetyldigitoxin,Capecitabine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01168,Acetyldigitoxin,Procarbazine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01169,Acetyldigitoxin,Arsenic trioxide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01177,Acetyldigitoxin,Idarubicin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01181,Acetyldigitoxin,Ifosfamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01196,Acetyldigitoxin,Estramustine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01204,Acetyldigitoxin,Mitoxantrone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01206,Acetyldigitoxin,Lomustine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01229,Acetyldigitoxin,Paclitaxel,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01248,Acetyldigitoxin,Docetaxel,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01254,Acetyldigitoxin,Dasatinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01259,Acetyldigitoxin,Lapatinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01262,Acetyldigitoxin,Decitabine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01268,Acetyldigitoxin,Sunitinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB02546,Acetyldigitoxin,Vorinostat,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB04572,Acetyldigitoxin,Thiotepa,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB04865,Acetyldigitoxin,Omacetaxine mepesuccinate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB05015,Acetyldigitoxin,Belinostat,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB05109,Acetyldigitoxin,Trabectedin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB06176,Acetyldigitoxin,Romidepsin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB06193,Acetyldigitoxin,Pixantrone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB06263,Acetyldigitoxin,Amrubicin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB06287,Acetyldigitoxin,Temsirolimus,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB06603,Acetyldigitoxin,Panobinostat,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB06769,Acetyldigitoxin,Bendamustine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB06810,Acetyldigitoxin,Plicamycin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB08901,Acetyldigitoxin,Ponatinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB08911,Acetyldigitoxin,Trametinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB08912,Acetyldigitoxin,Dabrafenib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB09031,Acetyldigitoxin,Miltefosine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB09054,Acetyldigitoxin,Idelalisib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB09063,Acetyldigitoxin,Ceritinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB09073,Acetyldigitoxin,Palbociclib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB09074,Acetyldigitoxin,Olaparib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB09078,Acetyldigitoxin,Lenvatinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB09079,Acetyldigitoxin,Nintedanib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB09256,Acetyldigitoxin,Tegafur,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB09570,Acetyldigitoxin,Ixazomib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB11630,Acetyldigitoxin,Temoporfin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00665,Acetyldigitoxin,Nilutamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00675,Acetyldigitoxin,Tamoxifen,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00947,Acetyldigitoxin,Fulvestrant,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00990,Acetyldigitoxin,Exemestane,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01006,Acetyldigitoxin,Letrozole,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01128,Acetyldigitoxin,Bicalutamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01217,Acetyldigitoxin,Anastrozole,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01590,Acetyldigitoxin,Everolimus,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01280,Acetyldigitoxin,Nelarabine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB04868,Acetyldigitoxin,Nilotinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB05294,Acetyldigitoxin,Vandetanib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB06589,Acetyldigitoxin,Pazopanib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB06616,Acetyldigitoxin,Bosutinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB06626,Acetyldigitoxin,Axitinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB06772,Acetyldigitoxin,Cabazitaxel,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB08828,Acetyldigitoxin,Vismodegib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB08865,Acetyldigitoxin,Crizotinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB08871,Acetyldigitoxin,Eribulin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB08877,Acetyldigitoxin,Ruxolitinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB08881,Acetyldigitoxin,Vemurafenib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB08889,Acetyldigitoxin,Carfilzomib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB08896,Acetyldigitoxin,Regorafenib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB08916,Acetyldigitoxin,Afatinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB09053,Acetyldigitoxin,Ibrutinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB05812,Acetyldigitoxin,Abiraterone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB06595,Acetyldigitoxin,Midostaurin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB06825,Acetyldigitoxin,Triptorelin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB08910,Acetyldigitoxin,Pomalidomide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB09330,Acetyldigitoxin,Osimertinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00755,Acetyldigitoxin,Tretinoin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00518,Acetyldigitoxin,Albendazole,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00537,Acetyldigitoxin,Ciprofloxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00539,Acetyldigitoxin,Toremifene,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00548,Acetyldigitoxin,Azelaic Acid,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00603,Acetyldigitoxin,Medroxyprogesterone acetate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00605,Acetyldigitoxin,Sulindac,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00635,Acetyldigitoxin,Prednisone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00643,Acetyldigitoxin,Mebendazole,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00685,Acetyldigitoxin,Trovafloxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00724,Acetyldigitoxin,Imiquimod,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00779,Acetyldigitoxin,Nalidixic Acid,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00791,Acetyldigitoxin,Uracil mustard,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00827,Acetyldigitoxin,Cinoxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00860,Acetyldigitoxin,Prednisolone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00877,Acetyldigitoxin,Sirolimus,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00894,Acetyldigitoxin,Testolactone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00959,Acetyldigitoxin,Methylprednisolone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00978,Acetyldigitoxin,Lomefloxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00993,Acetyldigitoxin,Azathioprine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01024,Acetyldigitoxin,Mycophenolic acid,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01041,Acetyldigitoxin,Thalidomide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01044,Acetyldigitoxin,Gatifloxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01059,Acetyldigitoxin,Norfloxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01097,Acetyldigitoxin,Leflunomide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01103,Acetyldigitoxin,Quinacrine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01108,Acetyldigitoxin,Trilostane,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01137,Acetyldigitoxin,Levofloxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01155,Acetyldigitoxin,Gemifloxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01157,Acetyldigitoxin,Trimetrexate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01165,Acetyldigitoxin,Ofloxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01179,Acetyldigitoxin,Podofilox,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01208,Acetyldigitoxin,Sparfloxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01234,Acetyldigitoxin,Dexamethasone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB01394,Acetyldigitoxin,Colchicine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB02300,Acetyldigitoxin,Calcipotriol,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB02709,Acetyldigitoxin,Resveratrol,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB04576,Acetyldigitoxin,Fleroxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB04786,Acetyldigitoxin,Suramin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB04839,Acetyldigitoxin,Cyproterone acetate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB04894,Acetyldigitoxin,Vapreotide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB04951,Acetyldigitoxin,Pirfenidone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB05260,Acetyldigitoxin,Gallium nitrate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB05265,Acetyldigitoxin,Ecabet,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB06243,Acetyldigitoxin,Eflornithine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB06272,Acetyldigitoxin,Maxacalcitol,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB06704,Acetyldigitoxin,Iobenguane,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB06710,Acetyldigitoxin,Methyltestosterone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB06771,Acetyldigitoxin,Besifloxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB06789,Acetyldigitoxin,Hydroxyprogesterone caproate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB06791,Acetyldigitoxin,Lanreotide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB06819,Acetyldigitoxin,Phenylbutyric acid,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB08905,Acetyldigitoxin,Formestane,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB08913,Acetyldigitoxin,Radium Ra 223 Dichloride,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB09070,Acetyldigitoxin,Tibolone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB09094,Acetyldigitoxin,Podophyllin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB09123,Acetyldigitoxin,Dienogest,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB09124,Acetyldigitoxin,Medrogestone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB09244,Acetyldigitoxin,Pirlindole,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB09269,Acetyldigitoxin,Phenylacetic acid,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB09335,Acetyldigitoxin,Alatrofloxacin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB09401,Acetyldigitoxin,Isosorbide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB09516,Acetyldigitoxin,Mequinol,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB11231,Acetyldigitoxin,Lycopene,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB11672,Acetyldigitoxin,Curcumin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB11793,Acetyldigitoxin,Niraparib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB12332,Acetyldigitoxin,Rucaparib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB12473,Acetyldigitoxin,Taurolidine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB13145,Acetyldigitoxin,Nedaplatin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00855,Acetyldigitoxin,Aminolevulinic acid,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00992,Acetyldigitoxin,Methyl aminolevulinate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB04845,Acetyldigitoxin,Ixabepilone,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB06813,Acetyldigitoxin,Pralatrexate,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB08875,Acetyldigitoxin,Cabozantinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB09143,Acetyldigitoxin,Sonidegib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB11641,Acetyldigitoxin,Vinflunine,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB00688,Acetyldigitoxin,Mycophenolate mofetil,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB05239,Acetyldigitoxin,Cobimetinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB06699,Acetyldigitoxin,Degarelix,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB08899,Acetyldigitoxin,Enzalutamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB11363,Acetyldigitoxin,Alectinib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB11581,Acetyldigitoxin,Venetoclax,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00511,DB11730,Acetyldigitoxin,Ribociclib,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00512,DB01111,Vancomycin,Colistimethate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00512,DB00684,Vancomycin,Tobramycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00512,DB00798,Vancomycin,Gentamicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00512,DB01082,Vancomycin,Streptomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00512,DB00955,Vancomycin,Netilmicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00512,DB01172,Vancomycin,Kanamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00512,DB01421,Vancomycin,Paromomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00512,DB03615,Vancomycin,Ribostamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00512,DB06696,Vancomycin,Arbekacin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00512,DB12615,Vancomycin,Plazomicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00515,DB01078,Cisplatin,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00515,DB01092,Cisplatin,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00515,DB01396,Cisplatin,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00515,DB00695,Cisplatin,Furosemide,risk or severity of ototoxicity and nephrotoxicity,risk or severity of ototoxicity and nephrotoxicity,nephrotoxicity
DB00515,DB00887,Cisplatin,Bumetanide,risk or severity of ototoxicity and nephrotoxicity,risk or severity of ototoxicity and nephrotoxicity,nephrotoxicity
DB00515,DB00903,Cisplatin,Etacrynic acid,risk or severity of ototoxicity and nephrotoxicity,risk or severity of ototoxicity and nephrotoxicity,nephrotoxicity
DB00515,DB02925,Cisplatin,Piretanide,risk or severity of ototoxicity and nephrotoxicity,risk or severity of ototoxicity and nephrotoxicity,nephrotoxicity
DB00515,DB01325,Cisplatin,Quinethazone,risk or severity of ototoxicity and nephrotoxicity,risk or severity of ototoxicity and nephrotoxicity,nephrotoxicity
DB00515,DB00774,Cisplatin,Hydroflumethiazide,risk or severity of ototoxicity and nephrotoxicity,risk or severity of ototoxicity and nephrotoxicity,nephrotoxicity
DB00515,DB01021,Cisplatin,Trichlormethiazide,risk or severity of ototoxicity and nephrotoxicity,risk or severity of ototoxicity and nephrotoxicity,nephrotoxicity
DB00515,DB00531,Cisplatin,Cyclophosphamide,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
